OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1902764,04092018319,SIP Noshery,400 Southtown CIR ,,ROLESVILLE,NC,27571,(919) 263-8126,2020/02/11 05:00:00+00,Restaurant,787,-78.47039569,35.91648377,M
1902765,04092021475,Lowes Foods #226 Produce,8440 louisburg rd ,,RALEIGH,NC,27616,(919) 866-1031,2007/09/14 04:00:00+00,Food Stand,793,-78.50930992,35.89359383,M
1902766,04092015917,THAI CAFE #2,3309 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 453-1679,2011/03/23 04:00:00+00,Restaurant,796,-78.51539337,35.95073316,M
1902767,04092017327,Chipotle  #2822,1081 PINE PLAZA DR ,,APEX,NC,27502,(919) 362-5435,2016/09/20 04:00:00+00,Restaurant,797,-78.82939266,35.74657076,M
1902768,04092018268,COMFORT INN OF FUQUAY BREAKFAST,7616 PURFOY RD ,,FUQUAY VARINA,NC,27526,(919) 557-9000,2019/12/13 05:00:00+00,Restaurant,802,-78.77411286,35.59000199,M
1902769,04092021897,FOOD LION #1482 PRODUCE,5426 SIX FORKS RD ,,RALEIGH,NC,27609,(919) 676-3386,2015/10/22 04:00:00+00,Food Stand,826,-78.64059702,35.85499105,M
1902770,04092017054,METLIFE 1 JUICE BAR,101 METLIFE WAY ,,CARY,NC,27513,(919) 907-5617,2015/10/13 04:00:00+00,Restaurant,836,-78.79975563,35.83005175,M
1902771,04092021887,FOOD LION #1459 PRODUCE,1508 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 577-1000,2015/09/25 04:00:00+00,Food Stand,799,-78.80356197,35.60352165,T
1902772,04092025334,Mat-Jib,1961 HIGH HOUSE RD,,CARY,NC,27519,(919) 969-3614,2020/12/16 05:00:00+00,Food Stand,838,-78.84865444,35.78921622,M
1902773,04092014675,Stromboli's ,3434 Edwards Mill  RD ,,RALEIGH,NC,27609,(919) 785-7075,2006/09/01 04:00:00+00,Restaurant,844,-78.70345096,35.82690996,M
1902774,04092017898,Zebulon Country Club,2424 Pearces RD ,,ZEBULON,NC,27597,(919) 269-8311,2018/08/09 04:00:00+00,Restaurant,849,-78.30935806,35.89131767,M
1902775,04092015603,WAFFLE HOUSE #1090,1006 AIRPORT BLVD ,,MORRISVILLE,NC,27560-9195,(919) 460-0388,2010/04/19 04:00:00+00,Restaurant,857,-78.81924125,35.85853428,M
1902776,04092016825,SMASHBURGER,6679-105 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 870-9230,2014/12/03 05:00:00+00,Restaurant,803,-78.62317377,35.87493875,M
1902777,04092018427,El Mandado Supermarket & Taqueria,2950 E MILLBROOK RD,,RALEIGH,NC,27604,(919) 878-1800,2020/08/30 04:00:00+00,Restaurant,872,-78.58256656,35.84852909,M
1902778,04092030438,Jerk Man Island Cuisine (WCID #732),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 943-7074,2019/08/21 04:00:00+00,Mobile Food Units,827,-78.64171063,35.75324624,M
1902779,04092021900,FOOD LION #90 PRODUCE,4317 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 872-5376,2015/10/22 04:00:00+00,Food Stand,885,-78.61339277,35.84095998,M
1902780,04092017927,Showmars - Wake Forest,1009-128 Stadium DR ,,WAKE FOREST,NC,27587,(919) 554-9608,2018/07/20 04:00:00+00,Restaurant,832,-78.52993342,35.99015656,M
1902781,04092018245,PIZZA HUT #9214,2026 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 851-7777,2019/12/03 05:00:00+00,Restaurant,906,-78.78068669,35.73567522,M
1902782,04092016663,Bojangles #5,3301 S Wilmington ST ,,RALEIGH,NC,27603,(919) 772-4512,2014/04/08 04:00:00+00,Restaurant,910,-78.64980268,35.73506324,M
1902783,04092016117,JASMIN BISTRO,3801 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 835-1626,2012/02/29 05:00:00+00,Restaurant,912,-78.68856288,35.79387274,M
1902784,04092021403,Harris Teeter #283 Produce ,8101 Fayetteville  RD ,,FUQUAY VARINA ,NC,27603,(919) 772-0241,2006/08/16 04:00:00+00,Food Stand,874,-78.70123204,35.66365888,M
1902785,04092110527,Garner High School Cafeteria,2101 Spring DR ,,GARNER,NC,27529,(919) 662-2379 ext. 23590,2018/06/28 04:00:00+00,Public School Lunchrooms,916,-78.63736647,35.70995766,M
1902786,04092110526,Vandora Springs Elementary School Cafeteria,1300 Vandora Springs RD ,,GARNER,NC,27529,,2018/07/23 04:00:00+00,Public School Lunchrooms,917,-78.62840113,35.699067,M
1902787,04092018239,Mezeh Grill,2316 HILLSBOROUGH ST,106,RALEIGH,NC,27607-7384,(919) 386-3435,2019/11/22 05:00:00+00,Restaurant,922,-78.66664805,35.78770631,M
1902788,04092017330,GALAXY FUN PARK,14460 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 584-4000,2016/09/19 04:00:00+00,Restaurant,924,-78.54362008,35.94386602,M
1902789,04092018190,Dunkin Donuts/Baskin Robbins #339085,2727 Capital BLVD ,,RALEIGH,NC,27604,(919) 875-9092,2019/09/30 04:00:00+00,Restaurant,930,-78.60179762,35.81684953,M
1902790,04092016474,RYE BAR & SOUTHERN KITCHEN,500 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 227-3370,2013/08/20 04:00:00+00,Restaurant,931,-78.63997557,35.77359698,M
1902791,04092025370,Breakfast Munchies @ Hubb Kitchen,1129 CORPORATION PKWY,Suite 199,RALEIGH,NC,27610-1382,(919) 535-9994,2021/07/07 04:00:00+00,Food Stand,933,-78.56954783,35.79505367,M
1902792,04092022014,HARRIS TEETER #298 STARBUCKS,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2017/05/16 04:00:00+00,Food Stand,944,-78.90107787,35.82060358,M
1902793,04092018401,Starbucks #55618,1268 W WILLIAMS ST,,APEX,NC,27502,(919) 545-4787,2020/07/09 04:00:00+00,Restaurant,948,-78.87327975,35.74703535,M
1902794,04092016619,SHEETZ #537,2408 DIXIE FOREST RD ,,RALEIGH,NC,27615,(919) 790-7064,2014/02/14 05:00:00+00,Restaurant,951,-78.5993676,35.86286629,M
1902795,04092018710,Zambrero #403,1151 PARKSIDE MAIN ST,,CARY,NC,27519,(919) 863-2561,2021/09/21 04:00:00+00,Restaurant,956,-78.88929435,35.84836238,M
1902796,04092017591,MCDONALDS #33850,601 CORPORATE CENTER DR ,,RALEIGH,NC,27606,(919) 233-4144,2017/05/03 04:00:00+00,Restaurant,958,-78.74074148,35.79000755,M
1902797,04092021781,Catering Concepts,2411 E MILLBROOK RD ,#106,RALEIGH,NC,27604,(919) 669-8889,2014/01/31 05:00:00+00,Food Stand,959,-78.59474383,35.84867059,M
1902798,04092018315,Irregardless cafe,901 W MORGAN ST ,,RALEIGH,NC,27603-1511,(919) 833-8898,2020/02/06 05:00:00+00,Restaurant,960,-78.65603068,35.78118378,M
1902799,04092017485,CITY MARKET SUSHI,315 BLAKE ST ,,RALEIGH,NC,27601,(919) 322-1987,2016/12/01 05:00:00+00,Restaurant,961,-78.63561219,35.77622916,M
1902800,04092017483,ZAXBY'S #60701,20 EAGLE WING WAY ,,GARNER,NC,27529,(919) 773-0061,2016/11/28 05:00:00+00,Restaurant,962,-78.58765235,35.69782164,M
1902801,04092017026,N. C. BAGEL CAFE & DELI,3108 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 469-2777,2015/12/19 05:00:00+00,Restaurant,963,-78.84652326,35.82111262,M
1902802,04092015789,SHUTTLE INN C-STORE,1000 MAIN CAMPUS DR ,,RALEIGH,NC,27695,(919) 515-5132,2011/08/16 04:00:00+00,Restaurant,965,-78.67967966,35.76286971,M
1902803,04092014873,Taqueria Rancho Grande,1401 SE Maynard RD ,,CARY,NC,27511,(919) 469-4245,2007/05/22 04:00:00+00,Restaurant,980,-78.7642317,35.78997989,M
1902804,04092015459,C & T WOK CHINESE AND THAI CUISINE,130 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 467-8860,2009/09/10 04:00:00+00,Restaurant,981,-78.82897679,35.81951783,M
1902805,04092015089,BRUEGGERS BAGELS #143,7550-106 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 848-4902,2008/03/28 04:00:00+00,Restaurant,974,-78.67969753,35.88944343,M
1902806,04092016562,THE STATION AT PERSON ST,701 N PERSON ST ,,RALEIGH,NC,27604,(919) 977-1567,2013/11/07 05:00:00+00,Restaurant,989,-78.63456336,35.78917088,M
1902807,04092018522,Marco's Pizza #8285,133 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 346-1227,2021/01/29 05:00:00+00,Restaurant,990,-78.84948074,35.66266499,M
1902808,04092030158,FOODLAND MOBILE FOOD UNIT (WCID #170),11 W JONES ST ,,RALEIGH,NC,27601,(919) 798-0590,2005/10/25 04:00:00+00,Mobile Food Units,1008,-78.63943083,35.78220511,M
1902809,04092014667,Tangerine Cafe,2422 SW Cary PKY ,,CARY,NC,27513,(919) 468-8688,2006/08/21 04:00:00+00,Restaurant,1013,-78.82085718,35.76363975,M
1902810,04092018098,Jersey Mike's Sub #3189,166 Cabela DR ,,GARNER,NC,27529,,2019/04/11 04:00:00+00,Restaurant,1020,-78.58356211,35.69799194,M
1902811,04092014552,KFC #J120099,1599 US 70 HWY ,,GARNER,NC,27529,(919) 662-1003,2006/04/21 04:00:00+00,Restaurant,982,-78.64871535,35.72515497,T
1902812,04092016824,WING STOP #816,7880 ALEXANDER PROMENADE PLACE,,RALEIGH,NC,27617,(919) 237-3919,2014/12/05 05:00:00+00,Restaurant,1023,-78.77695631,35.91424375,M
1902813,04092018496,Chick-fil-A #868,4621 Capital  BLVD ,,RALEIGH,NC,27604,(919) 850-2175,2020/11/13 05:00:00+00,Restaurant,1024,-78.58118683,35.84746002,M
1902814,04092016582,APEX WINGS,518 E WILLIAMS ST ,,APEX,NC,27502-2151,(919) 387-0082,2013/12/20 05:00:00+00,Restaurant,1033,-78.84778574,35.72374776,M
1902815,04092016730,JIMMY JOHN'S #1863,6268 GLENWOOD AVE ,STE 100,RALEIGH,NC,27612,(919) 239-4114,2014/08/12 04:00:00+00,Restaurant,1022,-78.70374515,35.85715323,M
1902816,04092030547,HALAL BOYZ NC,1831 CAPITAL BLVD,,RALEIGH,NC,27604-2144,(919) 800-1301,2021/07/19 04:00:00+00,Mobile Food Units,1034,-78.61803845,35.80478035,M
1902817,04092016567,CHUY'S #48,4020 MARKET AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-2489,2013/11/13 05:00:00+00,Restaurant,1035,-78.63751992,35.83661475,M
1902818,04092014924,Carolina Ale House,11685 Northpark DR ,,WAKE FOREST,NC,27587,(919) 556-8666,2007/08/08 04:00:00+00,Restaurant,1043,-78.54383057,35.96466469,M
1902819,04092030533,The Depot Caboose #1 (WCID #822),608 N FIRST AVE,,KNIGHTDALE,NC,27545-8506,(919) 523-2420,2021/04/16 04:00:00+00,Mobile Food Units,1046,-78.47662303,35.79328553,M
1902820,04092018243,PIZZA HUT #9210,321  N MAIN ST ,,HOLLY SPRINGS,NC,27540,(919) 346-9020,2019/12/03 05:00:00+00,Restaurant,1062,-78.83511867,35.65582685,M
1902821,04092030245,LA FARM BREAD TRUCK (WCID #442),4150 MAIN AT NORTH HILLS ,,RALEIGH,NC,27609,(919) 657-0657,2012/09/07 04:00:00+00,Mobile Food Units,1055,-78.64290922,35.83698561,M
1902822,04092015574,THAI THAI CUISINE,108 OSTERVILLE  DR ,,HOLLY SPRINGS,NC,27540,(919) 303-5700,2010/02/16 05:00:00+00,Restaurant,1081,-78.83224207,35.67779122,M
1902823,04092110499,Fuller Elementary School Cafeteria,2600 TIMBER DR ,,GARNER,NC,27529,(919) 856-7723 ext. 20982,2014/01/08 05:00:00+00,Public School Lunchrooms,1085,-78.63543751,35.7129927,M
1902824,04092015641,CHEF'S PALETTE,3460 TEN TEN RD ,,CARY,NC,27518,(919) 267-6011,2010/06/02 04:00:00+00,Restaurant,1086,-78.79278417,35.70189107,M
1902825,04092018185,Dunkin Donuts #337301,4415 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 876-9901,2019/09/25 04:00:00+00,Restaurant,1095,-78.61262519,35.84176217,M
1902826,04092110471,Laurel Park Lunch Room,2450 Laura Duncan  RD ,,APEX,NC,27523,(919) 290-2333 ext. 21279,2008/07/03 04:00:00+00,Public School Lunchrooms,1097,-78.82634024,35.75915424,M
1902827,04092015638,BRUNO,11211  GALLERIA  AVE ,,RALEIGH,NC,27614,(919) 435-6640,2010/05/26 04:00:00+00,Restaurant,1102,-78.54331441,35.94865826,M
1902828,04092040258,FOODLAND 3 (WCID #406),200 W HARGETT ST ,"Corner of Hargett St. &amp; Fayetteville St.",RALEIGH,NC,27602,(919) 798-0590,2011/07/01 04:00:00+00,Pushcarts,1103,-78.64228271,35.77872453,M
1902829,04092017063,OISO SUSHI & KOREAN,1305 NW MAYNARD RD ,,CARY,NC,27513,(919) 665-7587,2015/10/21 04:00:00+00,Restaurant,1105,-78.81098892,35.78581105,M
1902830,04092110463,Holly Grove Elementary Cafeteria,1451 Avent Ferry RD,,HOLLY SPRINGS,NC,27540,(919) 577-1709,2007/05/01 04:00:00+00,Public School Lunchrooms,1106,-78.84882356,35.62890249,M
1902831,04092016622,WINGIN'IT BAR AND GRILLE,1625 N MAIN ST ,STE 109,FUQUAY VARINA,NC,27526,,2014/02/28 05:00:00+00,Restaurant,1115,-78.76145615,35.59674702,M
1902832,04092016471,Jaipur Indian Cuisine,1520 BLUE RIDGE RD,,RALEIGH,NC,27607-3906,(919) 832-4100 ext. 7722,2013/08/05 04:00:00+00,Restaurant,1116,-78.70563279,35.80134843,M
1902833,04092016497,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR ,,RALEIGH,NC,27612-3365,(919) 781-7000,2013/10/03 04:00:00+00,Restaurant,1118,-78.67772751,35.84277362,M
1902834,04092014665,Zaxby's Restaurant,4150 FAYETTEVILLE RD,,RALEIGH,NC,27603-3606,(919) 661-7772,2006/08/22 04:00:00+00,Restaurant,1130,-78.65280432,35.72361266,M
1902835,04092016583,THE CORNER TAVERN & GRILL,1301 NW MAYNARD  RD ,,CARY,NC,27513,(919) 460-0088,2013/12/19 05:00:00+00,Restaurant,1131,-78.81098892,35.78581105,M
1902836,04092025206,Keim Center (Ravenscroft School),7409 Falls of Neuse RD ,,RALEIGH,NC,27615,,2018/08/24 04:00:00+00,Food Stand,1132,-78.63135227,35.88450956,M
1902837,04092015519,GOLDEN CHINA CHINESE RESTAURANT,2432 SW CARY PKY ,,CARY,NC,27513,(919) 380-7891,2009/11/24 05:00:00+00,Restaurant,1137,-78.82085718,35.76363975,M
1902838,04092021962,PUBLIX #1520 PRODUCE,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 04:00:00+00,Food Stand,1139,-78.79652253,35.70711378,M
1902839,04092021402,Harris Teeter #283 Deli ,8101 Fayetteville RD ,,FUQUAY VARINA,NC,27603,(919) 772-0241,2006/08/16 04:00:00+00,Food Stand,1133,-78.70123204,35.66365888,M
1902840,04092014615,DQ Grill and Chill #41609,5260 New Bern AVE ,,RALEIGH,NC,27610,(919) 792-0127,2006/05/18 04:00:00+00,Restaurant,1145,-78.54750981,35.79264454,M
1902841,04092017045,WAFFLE HOUSE #378,3909 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 833-1247,2015/09/30 04:00:00+00,Restaurant,1146,-78.69054542,35.79443916,M
1902842,04092015569,SHANGHAI EXPRESS,2502 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 754-9797,2010/02/12 05:00:00+00,Restaurant,1148,-78.66818044,35.78802697,M
1902843,04092015891,AVIATOR SMOKEHOUSE,525 Broad  ST ,,FUQUAY VARINA ,NC,27526,(919) 567-2337,2011/02/18 05:00:00+00,Restaurant,1142,-78.79375457,35.59301324,M
1902844,04092016677,MONA PITA MEDITERRANEAN GRILL,5260 CAPITAL BLVD ,SUITE 101,RALEIGH,NC,27616,(919) 431-6500,2014/04/22 04:00:00+00,Restaurant,1154,-78.580183,35.85814638,M
1902845,04092016517,MCDONALD'S #25393,2900 Wakefield Pines DR ,,RALEIGH,NC,27614,(919) 556-8677,2013/10/03 04:00:00+00,Restaurant,1167,-78.55962272,35.94210239,M
1902846,04092110465,Sanford Creek Elem. Cafeteria,707 Granite Falls BLVD ,,ROLESVILLE,NC,27571,(919) 570-2115,2007/07/06 04:00:00+00,Public School Lunchrooms,1157,-78.46033895,35.92844353,M
1902847,04092030500,Krab Kingz (WCID #793),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 658-8784,2020/10/26 04:00:00+00,Mobile Food Units,1175,-78.7114342,35.63398295,M
1902848,04092014996,Village Deli #1,500 Daniels ST ,,RALEIGH,NC,27605,(919) 828-1428,2007/10/25 04:00:00+00,Restaurant,1190,-78.66105804,35.79149603,M
1902849,04092017053,CHILI'S GRILL & BAR #1566,111 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-7841,2015/10/09 04:00:00+00,Restaurant,1200,-78.84935077,35.65965931,M
1902850,04092021746,WALMART NEIGHBORHOOD DELI #4147,3560 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 388-2731,2013/06/18 04:00:00+00,Food Stand,1205,-78.84576194,35.81812076,M
1902851,04092016962,CHANTICLEER CAFE & BAKERY,6490 TRYON RD ,,CARY,NC,27518,(919) 781-4810,2015/06/22 04:00:00+00,Restaurant,1210,-78.76236898,35.74415808,M
1902852,04092018387,Dunkin #358642,1500 DUNN RD,,RALEIGH,NC,27614,,2020/06/23 04:00:00+00,Restaurant,1218,-78.58619433,35.92539994,M
1902853,04092018604,Tropical Smoothie NC 90,337 SEMBLER LN,,CARY,NC,27519,(919) 377-2320,2021/04/14 04:00:00+00,Restaurant,1246,-78.90353469,35.82487418,M
1902854,04092015704,#1 CHINA WOK,942 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 570-1688,2010/08/30 04:00:00+00,Restaurant,1248,-78.4951784,35.96732914,M
1902855,04092016874,STEAK N SHAKE #6702,5900 DURALEIGH ROAD,,RALEIGH,NC,27612,(919) 809-7524,2015/02/11 05:00:00+00,Restaurant,1256,-78.71243471,35.8581416,M
1902856,04092021477,Lowes Foods #226 Deli,8440 louisburg rd,,RALEIGH,NC,27616,(919) 266-1031,2007/09/14 04:00:00+00,Food Stand,1269,-78.50930992,35.89359383,M
1902857,04092014720,Chili's Grill and Bar #1183,6605 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 261-0167,2006/10/27 04:00:00+00,Restaurant,1270,-78.50846405,35.79679257,M
1902858,04092021411,Costco Wholesale #645 Rotiserrie/Deli,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006/10/24 04:00:00+00,Food Stand,1272,-78.62231539,35.81825512,M
1902859,04092030509,Let's Eat (WCID #796),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 753-5725,2020/12/15 05:00:00+00,Mobile Food Units,1294,-78.7114342,35.63398295,M
1902860,04092017049,DON JULIO MEXICAN RESTAURANT,12516-104 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(984) 235-1537,2015/10/08 04:00:00+00,Restaurant,1274,-78.53454582,35.98680854,M
1902861,04092030528,Roasted & Toasted #1 (WCID #718),9906 CHAPEL HILL RD,,MORRISVILLE,NC,27560-9397,(919) 372-8252,2021/03/16 04:00:00+00,Mobile Food Units,1296,-78.82063472,35.81480892,M
1902862,04092014995,First Citizens Bank Kitchen,4300 Six Forks RD ,,RALEIGH,NC,27619,(919) 716-8497,2007/10/25 04:00:00+00,Restaurant,1299,-78.64107203,35.83913698,M
1902863,04092021401,Harris Teeter #283 Meat/Seafood,8101 Fayetteville RD ,,FUQUAY VARINA ,NC,27603,(919) 772-0241,2006/08/16 04:00:00+00,Food Stand,1281,-78.70123204,35.66365888,M
1902864,04092018103,Panda House Chinese Restaurant,1462 Garner Station BLVD ,,RALEIGH,NC,27603,(919) 779-3588,2019/05/24 04:00:00+00,Restaurant,1315,-78.65475896,35.72582345,M
1902865,04092014651,Inchin's Bamboo Garden,3532 Davis DR,,MORRISVILLE,NC,27560,(919) 457-6705,2006/07/19 04:00:00+00,Restaurant,1319,-78.84576194,35.81812076,M
1902866,04092018648,Five Guys #2,4120   Main at North Hills ST ,Ste 155,RALEIGH,NC,27609,(919) 787-7772,2021/06/07 04:00:00+00,Restaurant,1327,-78.64323049,35.83718561,M
1902867,04092018209,VICINO'S PIZZA,962A Airport BLVD ,,MORRISVILLE,NC,27560,,2019/10/30 04:00:00+00,Restaurant,1290,-78.8212912,35.85834226,M
1902868,04092025193,Cow Bar @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(702) 544-9413,2018/07/28 04:00:00+00,Food Stand,1328,-78.6456917,35.77945516,M
1902869,04092014765,Randy's Pizza,4129 Davis DR ,,MORRISVILLE,NC,27560,(919) 468-3737,2006/12/22 05:00:00+00,Restaurant,1349,-78.85811603,35.8356265,M
1902870,04092040393,Durty Dogz,500 E DAVIE ST,115,RALEIGH,NC,27601-1898,(252) 794-7487,2021/08/26 04:00:00+00,Pushcarts,1359,-78.63206132,35.77487463,M
1902871,04092030506,Berto's Chimis (WCID #798),10125 DIVISION DR ,,RALEIGH,NC,27603-5664,(516) 761-1706,2020/12/01 05:00:00+00,Mobile Food Units,1368,-78.7114342,35.63398295,M
1902872,04092014535,Thai House Cuisine,1408 Hardimont  RD,,RALEIGH,NC,27609,(919) 878-3379,2006/03/22 04:00:00+00,Restaurant,1372,-78.61511172,35.8362139,M
1902873,04092025353,Mudcats Stand #3,1501 NC Hwy 39 ,,Zebulon,NC,27597,(919) 269-2287,2021/03/30 04:00:00+00,Food Stand,1370,-78.26879316,35.81734961,M
1902874,04092014536,Vivace,4209 Lassiter Mill RD,,RALEIGH,NC,27609,(919) 787-7747,2006/03/21 04:00:00+00,Restaurant,1373,-78.64524978,35.83964955,T
1902875,04092015885,THE OAKS AT WHITAKER GLEN,501 E WHITAKER MILL RD ,,RALEIGH,NC,27608-2646,(919) 839-5604,2011/01/12 05:00:00+00,Restaurant,1376,-78.63302872,35.80881927,M
1902876,04092018672,Burger King #10775,636  W Gannon Ave,,ZEBULON,NC,27595,(919) 404-1091,2021/07/02 04:00:00+00,Restaurant,1386,-78.32958448,35.82096151,M
1902877,04092021963,PUBLIX #1520 DELI,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 04:00:00+00,Food Stand,1392,-78.79652253,35.70711378,M
1902878,04092110467,NORTH WAKE COLLEGE & CAREER ACADEMY-CAFETERIA,931 Durham Hwy,,WAKE FOREST,NC,27587,(919) 570-2203,2007/08/21 04:00:00+00,Public School Lunchrooms,1391,-78.54217531,35.9781402,M
1902879,04092021399,Harris Teeter #138 Meat/Seafood,98 Cornerstone DR ,,CARY,NC,27519,(919) 467-1259,2006/09/05 04:00:00+00,Food Stand,1396,-78.85187583,35.79044843,M
1902880,04092018620,BAPS Shri temple Kitchen,1020 AVIATION PKWY,,MORRISVILLE,NC,27560,(919) 469-6605,2021/05/10 04:00:00+00,Restaurant,1397,-78.8083906,35.83913731,M
1902881,04092015610,WAFFLE HOUSE #1302,1417 E WILLIAMS ST ,,APEX,NC,27539-7700,(919) 363-9137,2010/04/28 04:00:00+00,Restaurant,1400,-78.83789587,35.71142555,M
1902882,04092015607,IL BACIO,3622 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 556-7800,2010/04/09 04:00:00+00,Restaurant,1401,-78.50482681,35.94464173,M
1902883,04092017098,ARBY'S #179,3415 Hillsborough ST ,,RALEIGH,NC,27607,(919) 828-1850,2015/12/08 05:00:00+00,Restaurant,1410,-78.68403942,35.79221151,T
1902884,04092016674,TAQUERIA LA ESQUINA,10500 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 600-0870,2014/04/25 04:00:00+00,Restaurant,1412,-78.83168895,35.84049229,M
1902885,04092016372,ORCHID JAPANESE RESTAURANT,7432 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 890-5345,2013/02/13 05:00:00+00,Restaurant,1416,-78.67820041,35.88787167,M
1902886,04092021382,Harris Teeter #344 Deli/Bakery,6024 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5786,2006/04/10 04:00:00+00,Food Stand,1426,-78.6187408,35.86627943,M
1902887,04092017517,GUASACA AREPA & SALSA GRILL,9918 CHAPEL HILL RD ,SUITE 103,CARY,NC,27513,(919) 377-8223,2017/01/31 05:00:00+00,Restaurant,1406,0,0,U
1902888,04092300294,Lagos Supermarket & Meat Market,5440 ATLANTIC SPRINGS RD,Suite 114,RALEIGH,NC,27616-1855,(919) 797-2734,2021/06/24 04:00:00+00,Meat Market,1439,-78.59728002,35.85669225,M
1902889,04092021418,Los Cuates Mexican Food,3505 Capital BLVD ,,RALEIGH,NC,27609,(919) 954-1215,2006/12/22 05:00:00+00,Food Stand,1440,-78.58692952,35.82783582,M
1902890,04092017590,MCDONALDS #2510,3710 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 833-7882,2017/05/03 04:00:00+00,Restaurant,1452,-78.68803643,35.78529365,M
1902891,04092021443,Domino's Pizza #5506,3948 Western BLVD ,,RALEIGH,NC,27605,(919) 899-3599,2007/04/23 04:00:00+00,Food Stand,1433,-78.69301587,35.78440188,M
1902892,04092014841,1705 Prime Catering and Events,1705 E Millbrook RD ,,RALEIGH,NC,27609,(919) 850-2340,2007/04/05 04:00:00+00,Restaurant,1460,-78.60608423,35.85065239,M
1902893,04092030470,What'z Cookin'? Mobile Kitchen and Catering (WCID #758),105 W YOUNG ST,,ROLESVILLE,NC,27571,(919) 817-5585,2020/03/05 05:00:00+00,Mobile Food Units,1457,-78.45760319,35.92376743,M
1902894,04092017665,ALADDIN'S EATERY,4209-136 LASSITER MILL RD ,,RALEIGH,NC,27609,(919) 977-9025,2017/08/11 04:00:00+00,Restaurant,1472,-78.64419373,35.83866344,M
1902895,04092017484,CHOPT,420 DANIELS ST ,,RALEIGH,NC,27605,(919) 670-2333,2016/12/08 05:00:00+00,Restaurant,1479,-78.66025735,35.7899673,M
1902896,04092016652,JERSEY MIKE'S SUBS,7177 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 388-2200,2014/03/21 04:00:00+00,Restaurant,1482,-78.88824644,35.84415135,M
1902897,04092016950,JUICEKEYS,5011-B FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 980-5443,2015/06/11 04:00:00+00,Restaurant,1478,-78.61476945,35.84934215,M
1902898,04092018326,Cici's Pizza,2700 NC 55 HWY,,CARY,NC,27519,(919) 249-6448,2020/02/24 05:00:00+00,Restaurant,1484,-78.87016558,35.78474547,M
1902899,04092021761,Pavillion Talley Student Union,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-1602,2013/10/10 04:00:00+00,Food Stand,1488,-78.67872874,35.78448278,M
1902900,04092018293,Meeples Brew,9545 CHAPEL HILL RD,,MORRISVILLE,NC,27560,(919) 378-1847,2020/01/06 05:00:00+00,Restaurant,1492,-78.81120699,35.8045716,M
1902901,04092015642,EMBASSY SUITES AND FLYING SPOONS,8001 ARCO CORPORATE  DR ,,RALEIGH,NC,27617,(919) 572-2200,2010/06/02 04:00:00+00,Restaurant,1499,-78.77640002,35.90726871,M
